feat_path_a,feat_path_b,label,description,pair_kind,source_group
001_ori.npy,001_comp.npy,1.0,plag: 'Summer Dream' → '김민종   귀천도애(歸天道哀) (가사 첨부)',mippia_positive,mippia
003_ori.npy,003_comp.npy,1.0,plag: 'The Gap Band - Oops Upside Your Head' → 'Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars',mippia_positive,mippia
004_ori.npy,004_comp.npy,1.0,plag: 'Las Chicas Del Can El Negro No Puede' → 'Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song)',mippia_positive,mippia
005_ori.npy,005_comp.npy,1.0,remake: 'Jennifer Rush - The Power Of Love (Official Video) (VOD)' → 'Céline Dion - The Power Of Love (Official Remastered HD Video)',mippia_positive,mippia
009_ori.npy,009_comp.npy,1.0,plag: 'Love Is A Wonderful Thing (1991 Remastered)' → 'Michael Bolton - Love Is a Wonderful Thing',mippia_positive,mippia
011_ori.npy,011_comp.npy,1.0,remake: 'Without you - Badfinger' → 'Mariah Carey - Without You (Official Lyric Video)',mippia_positive,mippia
013_ori.npy,013_comp.npy,1.0,plag: '조덕배 - 나의 옛날 이야기' → '&design(앤디자인)-문근영',mippia_positive,mippia
014_ori.npy,014_comp.npy,1.0,plag: '情熱(정열)-斉藤由貴(사이토 유키)' → '[ArtTrack] 변진섭 - 로라',mippia_positive,mippia
015_ori.npy,015_comp.npy,1.0,plag: '＂Dont Look In My EYes＂ - Sam Harris (1984)' → '날 울리지마 (Don’t Make Me Cry)',mippia_positive,mippia
016_ori.npy,016_comp.npy,1.0,plag: 'シャ乱Q「こんなにあなたを愛しているのに」' → '플라워-친구',mippia_positive,mippia
017_ori.npy,017_comp.npy,1.0,plag: '하늘에서 내리는 1억개의 별-空から降る一億の星-the smile has left your eyes' → 'FTISLAND (FT아일랜드) - 사랑앓이 [가사⧸Lyrics]',mippia_positive,mippia
018_ori.npy,018_comp.npy,1.0,plag: '[Official Audio] 이정현(Lee Jung-hyun) - 와' → 'Bandido - Vamos Amigos (Eurodance Version)',mippia_positive,mippia
019_ori.npy,019_comp.npy,1.0,plag: 'FAKE LOVE' → 'Seiell - Scenne Nenne MV (Plagiat BTS Fake Love)',mippia_positive,mippia
020_ori.npy,020_comp.npy,1.0,plag: '박혜경(더더) - Its You (1998年)' → '너에게 쓰는 편지 (Feat. 린)',mippia_positive,mippia
021_ori.npy,021_comp.npy,1.0,remake: 'Vaance & Deerock - Electric (feat. Robbie Rosen) [NCS Release]' → 'VAANCE & Deerock - Electric (feat. Robbie Rosen) (jeonghyeon Remix) [NCS Release]',mippia_positive,mippia
022_ori.npy,022_comp.npy,1.0,plag: '더 아스트로 제트 - 해변의 여인 (키보이스 해변으로 가요)원곡' → '키보이스 (특선2집) - 해변으로 가요 1970',mippia_positive,mippia
024_ori.npy,024_comp.npy,1.0,plag: 'Every Time You Go Away' → '임재범 - 이 밤이 지나면',mippia_positive,mippia
025_ori.npy,025_comp.npy,1.0,"plag: 'Whitney Houston I Know Him So Well (from Chess) 1987(휘트니 휴스턴 I Know Him So Well(장필순 내 사랑인걸 표절 노래,원곡)' → '내사랑인걸'",mippia_positive,mippia
027_ori.npy,027_comp.npy,1.0,plag: 'Inoue Yosui - Hotel Riverside ⧸ 이노우에 요수이 - 호텔 리버사이드' → '잃어버린 계절 - 벗님들(1986)',mippia_positive,mippia
029_ori.npy,029_comp.npy,1.0,plag: 'Bobby Brown - Humpin Around' → '이승철…방황(가사)',mippia_positive,mippia
032_ori.npy,032_comp.npy,1.0,remake: 'Itoshi no Ellie' → '박상민 Ellie My Love (원곡 서던올스타) (가사 첨부)',mippia_positive,mippia
034_ori.npy,034_comp.npy,1.0,plag: 'Queen - Under Pressure (Official Video)' → 'Vanilla Ice - Ice Ice Baby (Official Music Video)',mippia_positive,mippia
037_ori.npy,037_comp.npy,1.0,plag: 'Joyful Noise - Official Music Video: FLAME feat. Lecrae & John Reilly' → 'Katy Perry - Dark Horse (Lyrics) ft. Juicy J',mippia_positive,mippia
043_ori.npy,043_comp.npy,1.0,plag: 'Maroon 5 - This Love (Official Music Video)' → '이승기(Lee Seung Gi) 가면 (가사 첨부)',mippia_positive,mippia
045_ori.npy,045_comp.npy,1.0,remake: 'Sting - Shape of My Heart (Official Music Video)' → 'Juice WRLD - Lucid Dreams (Official Music Video)',mippia_positive,mippia
047_ori.npy,047_comp.npy,1.0,plag: '忍者 お祭り忍者' → '[4K] 룰라 - 천상유애 MV 1995 4K AI Upscaling',mippia_positive,mippia
052_ori.npy,052_comp.npy,1.0,remake: '中島美嘉 (나카시마 미카)-雪の華 (눈의 꽃)' → '박효신-눈의 꽃',mippia_positive,mippia
053_ori.npy,053_comp.npy,1.0,remake: 'Alain Barrière-Un Poète' → '배인숙-누구라도 그러하듯이',mippia_positive,mippia
054_ori.npy,054_comp.npy,1.0,remake: 'Gloria Gaynor-I Will Survive' → '진주-난 괜찮아',mippia_positive,mippia
055_ori.npy,055_comp.npy,1.0,remake: 'X Japan-Tears' → '엠씨더맥스-잠시만 안녕',mippia_positive,mippia
056_ori.npy,056_comp.npy,1.0,remake: '平井堅 (히라이 켄)-瞳をとじて (눈을 감고서)' → '정재욱-가만히 눈을 감고',mippia_positive,mippia
057_ori.npy,057_comp.npy,1.0,"remake: 'Lee Oskar, Teddy Andreas-My Love, Beside Me' → '김현식-내 사랑 내 곁에'",mippia_positive,mippia
058_ori.npy,058_comp.npy,1.0,remake: 'misia-つつみ込むように' → 'SES-감싸안으며',mippia_positive,mippia
060_ori.npy,060_comp.npy,1.0,remake: '이문세-소녀' → '오혁-소녀',mippia_positive,mippia
061_ori.npy,061_comp.npy,1.0,remake: '조규만-다 줄 거야' → '이승기-다 줄 거야',mippia_positive,mippia
062_ori.npy,062_comp.npy,1.0,remake: '다섯 손가락-풍선' → '동방신기-풍선',mippia_positive,mippia
063_ori.npy,063_comp.npy,1.0,remake: '뱅크-가질 수 없는 너' → '휘인-가질 수 없는 너',mippia_positive,mippia
066_ori.npy,066_comp.npy,1.0,"plag: 'The Police - Every Breath You Take (Official Music Video)' → ""Puff Daddy [feat. Faith Evans & 112] - I'll Be Missing You (Official Music Video)""",mippia_positive,mippia
069_ori.npy,069_comp.npy,1.0,"plag: ""Right Said Fred - I'm Too Sexy (Original Mix - 2006 Version)"" → 'Taylor Swift - Look What You Made Me Do'",mippia_positive,mippia
042_ori.npy,058_ori.npy,0.0,neg-cross: 'Warren Zevon - Werewolves Of London (Official Music Video) [HD]' ↔ 'misia-つつみ込むように',mippia_negative,mippia
055_ori.npy,006_ori.npy,0.0,neg-cross: 'X Japan-Tears' ↔ 'Killing Joke - Eighties',mippia_negative,mippia
004_ori.npy,035_ori.npy,0.0,neg-cross: 'Las Chicas Del Can El Negro No Puede' ↔ 'Dragon Night',mippia_negative,mippia
027_ori.npy,034_ori.npy,0.0,neg-cross: 'Inoue Yosui - Hotel Riverside ⧸ 이노우에 요수이 - 호텔 리버사이드' ↔ 'Queen - Under Pressure (Official Video)',mippia_negative,mippia
029_ori.npy,036_ori.npy,0.0,neg-cross: 'Bobby Brown - Humpin Around' ↔ 'Sara Bareilles - Brave (Official Video)',mippia_negative,mippia
034_ori.npy,063_ori.npy,0.0,neg-cross: 'Queen - Under Pressure (Official Video)' ↔ '뱅크-가질 수 없는 너',mippia_negative,mippia
019_ori.npy,038_ori.npy,0.0,neg-cross: 'FAKE LOVE' ↔ 'Gareth Gates - Listen to My Heart (Official Audio)',mippia_negative,mippia
061_ori.npy,009_ori.npy,0.0,neg-cross: '조규만-다 줄 거야' ↔ 'Love Is A Wonderful Thing (1991 Remastered)',mippia_negative,mippia
054_ori.npy,003_ori.npy,0.0,neg-cross: 'Gloria Gaynor-I Will Survive' ↔ 'The Gap Band - Oops Upside Your Head',mippia_negative,mippia
005_ori.npy,052_ori.npy,0.0,neg-cross: 'Jennifer Rush - The Power Of Love (Official Video) (VOD)' ↔ '中島美嘉 (나카시마 미카)-雪の華 (눈의 꽃)',mippia_negative,mippia
020_ori.npy,033_ori.npy,0.0,neg-cross: '박혜경(더더) - Its You (1998年)' ↔ 'Matt Cardle - Amazing',mippia_negative,mippia
058_ori.npy,036_ori.npy,0.0,neg-cross: 'misia-つつみ込むように' ↔ 'Sara Bareilles - Brave (Official Video)',mippia_negative,mippia
046_ori.npy,053_ori.npy,0.0,neg-cross: 'Alice Deejay - Better Off Alone (Official Video)' ↔ 'Alain Barrière-Un Poète',mippia_negative,mippia
052_ori.npy,029_ori.npy,0.0,neg-cross: '中島美嘉 (나카시마 미카)-雪の華 (눈의 꽃)' ↔ 'Bobby Brown - Humpin Around',mippia_negative,mippia
008_ori.npy,063_ori.npy,0.0,neg-cross: 'Paramore: Misery Business [OFFICIAL VIDEO]' ↔ '뱅크-가질 수 없는 너',mippia_negative,mippia
055_ori.npy,027_ori.npy,0.0,neg-cross: 'X Japan-Tears' ↔ 'Inoue Yosui - Hotel Riverside ⧸ 이노우에 요수이 - 호텔 리버사이드',mippia_negative,mippia
041_ori.npy,008_ori.npy,0.0,neg-cross: '[PV]  GLAY ⧸ More Than Love' ↔ 'Paramore: Misery Business [OFFICIAL VIDEO]',mippia_negative,mippia
003_ori.npy,042_ori.npy,0.0,neg-cross: 'The Gap Band - Oops Upside Your Head' ↔ 'Warren Zevon - Werewolves Of London (Official Music Video) [HD]',mippia_negative,mippia
029_ori.npy,040_ori.npy,0.0,neg-cross: 'Bobby Brown - Humpin Around' ↔ 'Astrud Gilberto - Maria Quiet',mippia_negative,mippia
050_ori.npy,044_ori.npy,0.0,neg-cross: 'The Police - Message In A Bottle (Official Music Video)' ↔ 'Crazy Frog - Axel F (Official Video)',mippia_negative,mippia
040_ori.npy,058_ori.npy,0.0,neg-cross: 'Astrud Gilberto - Maria Quiet' ↔ 'misia-つつみ込むように',mippia_negative,mippia
042_ori.npy,059_ori.npy,0.0,neg-cross: 'Warren Zevon - Werewolves Of London (Official Music Video) [HD]' ↔ '파파야-내얘길들어봐',mippia_negative,mippia
039_ori.npy,012_ori.npy,0.0,neg-cross: 'G.R.L. - Ugly Heart' ↔ 'The Rubinoos - I Want To Be Your Boyfriend',mippia_negative,mippia
064_ori.npy,050_ori.npy,0.0,neg-cross: 'TLC - No Scrubs (Lyrics)' ↔ 'The Police - Message In A Bottle (Official Music Video)',mippia_negative,mippia
028_ori.npy,047_ori.npy,0.0,neg-cross: 'Seri Yoko- Shiki no uta [ 芹洋子 四季の歌 ] HD (Song of 4 Seasons)' ↔ '忍者 お祭り忍者',mippia_negative,mippia
003_ori.npy,066_ori.npy,0.0,neg-cross: 'The Gap Band - Oops Upside Your Head' ↔ 'The Police - Every Breath You Take (Official Music Video)',mippia_negative,mippia
021_ori.npy,046_ori.npy,0.0,neg-cross: 'Vaance & Deerock - Electric (feat. Robbie Rosen) [NCS Release]' ↔ 'Alice Deejay - Better Off Alone (Official Video)',mippia_negative,mippia
049_ori.npy,058_ori.npy,0.0,neg-cross: 'Major Lazer - Sua Cara (Feat. Anitta & Pabllo Vittar) (Official Music Video)' ↔ 'misia-つつみ込むように',mippia_negative,mippia
005_ori.npy,056_ori.npy,0.0,neg-cross: 'Jennifer Rush - The Power Of Love (Official Video) (VOD)' ↔ '平井堅 (히라이 켄)-瞳をとじて (눈을 감고서)',mippia_negative,mippia
010_ori.npy,049_ori.npy,0.0,neg-cross: 'I cigni di Balaka' ↔ 'Major Lazer - Sua Cara (Feat. Anitta & Pabllo Vittar) (Official Music Video)',mippia_negative,mippia
008_ori.npy,055_ori.npy,0.0,neg-cross: 'Paramore: Misery Business [OFFICIAL VIDEO]' ↔ 'X Japan-Tears',mippia_negative,mippia
009_ori.npy,050_ori.npy,0.0,neg-cross: 'Love Is A Wonderful Thing (1991 Remastered)' ↔ 'The Police - Message In A Bottle (Official Music Video)',mippia_negative,mippia
022_ori.npy,006_ori.npy,0.0,neg-cross: '더 아스트로 제트 - 해변의 여인 (키보이스 해변으로 가요)원곡' ↔ 'Killing Joke - Eighties',mippia_negative,mippia
022_ori.npy,005_ori.npy,0.0,neg-cross: '더 아스트로 제트 - 해변의 여인 (키보이스 해변으로 가요)원곡' ↔ 'Jennifer Rush - The Power Of Love (Official Video) (VOD)',mippia_negative,mippia
056_ori.npy,047_ori.npy,0.0,neg-cross: '平井堅 (히라이 켄)-瞳をとじて (눈을 감고서)' ↔ '忍者 お祭り忍者',mippia_negative,mippia
022_ori.npy,045_ori.npy,0.0,neg-cross: '더 아스트로 제트 - 해변의 여인 (키보이스 해변으로 가요)원곡' ↔ 'Sting - Shape of My Heart (Official Music Video)',mippia_negative,mippia
018_ori.npy,063_ori.npy,0.0,neg-cross: '[Official Audio] 이정현(Lee Jung-hyun) - 와' ↔ '뱅크-가질 수 없는 너',mippia_negative,mippia
009_ori.npy,003_ori.npy,0.0,neg-cross: 'Love Is A Wonderful Thing (1991 Remastered)' ↔ 'The Gap Band - Oops Upside Your Head',mippia_negative,mippia
043_ori.npy,006_ori.npy,0.0,neg-cross: 'Maroon 5 - This Love (Official Music Video)' ↔ 'Killing Joke - Eighties',mippia_negative,mippia
003_comp.npy,043_comp.npy,0.0,neg-comp-comp: 'Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars' ↔ '이승기(Lee Seung Gi) 가면 (가사 첨부)',mippia_negative,mippia
037_comp.npy,052_comp.npy,0.0,neg-comp-comp: 'Katy Perry - Dark Horse (Lyrics) ft. Juicy J' ↔ '박효신-눈의 꽃',mippia_negative,mippia
004_comp.npy,053_comp.npy,0.0,neg-comp-comp: 'Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song)' ↔ '배인숙-누구라도 그러하듯이',mippia_negative,mippia
018_comp.npy,056_comp.npy,0.0,neg-comp-comp: 'Bandido - Vamos Amigos (Eurodance Version)' ↔ '정재욱-가만히 눈을 감고',mippia_negative,mippia
053_comp.npy,006_comp.npy,0.0,neg-comp-comp: '배인숙-누구라도 그러하듯이' ↔ 'Nirvana - Come As You Are (Official Music Video)',mippia_negative,mippia
065_comp.npy,008_comp.npy,0.0,neg-comp-comp: 'Ed Sheeran - Thinking out Loud (Lyrics)' ↔ 'Olivia Rodrigo - good 4 u (Lyrics)',mippia_negative,mippia
050_comp.npy,017_comp.npy,0.0,neg-comp-comp: 'Rihanna-Love without Tragedy(only)' ↔ 'FTISLAND (FT아일랜드) - 사랑앓이 [가사⧸Lyrics]',mippia_negative,mippia
036_comp.npy,055_comp.npy,0.0,neg-comp-comp: 'Katy Perry - Roar' ↔ '엠씨더맥스-잠시만 안녕',mippia_negative,mippia
060_comp.npy,009_comp.npy,0.0,neg-comp-comp: '오혁-소녀' ↔ 'Michael Bolton - Love Is a Wonderful Thing',mippia_negative,mippia
027_comp.npy,049_comp.npy,0.0,"neg-comp-comp: '잃어버린 계절 - 벗님들(1986)' ↔ 'DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B (Official Music Video)'",mippia_negative,mippia
012_comp.npy,035_comp.npy,0.0,neg-comp-comp: 'Avril Lavigne - Girlfriend (Official Video)' ↔ '[MV] Lee Mujin(이무진) _ Traffic light(신호등)',mippia_negative,mippia
049_comp.npy,036_comp.npy,0.0,"neg-comp-comp: 'DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B (Official Music Video)' ↔ 'Katy Perry - Roar'",mippia_negative,mippia
029_comp.npy,016_comp.npy,0.0,neg-comp-comp: '이승철…방황(가사)' ↔ '플라워-친구',mippia_negative,mippia
012_comp.npy,027_comp.npy,0.0,neg-comp-comp: 'Avril Lavigne - Girlfriend (Official Video)' ↔ '잃어버린 계절 - 벗님들(1986)',mippia_negative,mippia
047_comp.npy,068_comp.npy,0.0,"neg-comp-comp: '[4K] 룰라 - 천상유애 MV 1995 4K AI Upscaling' ↔ ""Rod Stewart - Da Ya Think I'm Sexy? (Official Video) [HD Remaster]""",mippia_negative,mippia
056_comp.npy,052_comp.npy,0.0,neg-comp-comp: '정재욱-가만히 눈을 감고' ↔ '박효신-눈의 꽃',mippia_negative,mippia
061_comp.npy,032_comp.npy,0.0,neg-comp-comp: '이승기-다 줄 거야' ↔ '박상민 Ellie My Love (원곡 서던올스타) (가사 첨부)',mippia_negative,mippia
020_comp.npy,010_comp.npy,0.0,neg-comp-comp: '너에게 쓰는 편지 (Feat. 린)' ↔ 'Michael Jackson - Will You Be There (Official Video)',mippia_negative,mippia
012_comp.npy,052_comp.npy,0.0,neg-comp-comp: 'Avril Lavigne - Girlfriend (Official Video)' ↔ '박효신-눈의 꽃',mippia_negative,mippia
019_comp.npy,065_comp.npy,0.0,neg-comp-comp: 'Seiell - Scenne Nenne MV (Plagiat BTS Fake Love)' ↔ 'Ed Sheeran - Thinking out Loud (Lyrics)',mippia_negative,mippia
005_comp.npy,070_comp.npy,0.0,neg-comp-comp: 'Céline Dion - The Power Of Love (Official Remastered HD Video)' ↔ 'Green Day - Warning - [HQ]',mippia_negative,mippia
048_comp.npy,011_comp.npy,0.0,neg-comp-comp: 'Ed Sheeran - Bad Habits [Official Lyric Video]' ↔ 'Mariah Carey - Without You (Official Lyric Video)',mippia_negative,mippia
067_comp.npy,049_comp.npy,0.0,"neg-comp-comp: 'Coldplay - Talk (Official Video)' ↔ 'DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B (Official Music Video)'",mippia_negative,mippia
021_comp.npy,001_comp.npy,0.0,neg-comp-comp: 'VAANCE & Deerock - Electric (feat. Robbie Rosen) (jeonghyeon Remix) [NCS Release]' ↔ '김민종   귀천도애(歸天道哀) (가사 첨부)',mippia_negative,mippia
069_comp.npy,021_comp.npy,0.0,neg-comp-comp: 'Taylor Swift - Look What You Made Me Do' ↔ 'VAANCE & Deerock - Electric (feat. Robbie Rosen) (jeonghyeon Remix) [NCS Release]',mippia_negative,mippia
023_comp.npy,065_comp.npy,0.0,neg-comp-comp: '이상은 - 사랑할꺼야 Lyric Video (가사 비디오)' ↔ 'Ed Sheeran - Thinking out Loud (Lyrics)',mippia_negative,mippia
052_comp.npy,042_comp.npy,0.0,neg-comp-comp: '박효신-눈의 꽃' ↔ 'Kid Rock - All Summer Long [Official Music Video]',mippia_negative,mippia
050_comp.npy,057_comp.npy,0.0,neg-comp-comp: 'Rihanna-Love without Tragedy(only)' ↔ '김현식-내 사랑 내 곁에',mippia_negative,mippia
067_comp.npy,030_comp.npy,0.0,neg-comp-comp: 'Coldplay - Talk (Official Video)' ↔ '이승철   친구의 친구를 사랑했네 (가사 첨부)',mippia_negative,mippia
057_comp.npy,068_comp.npy,0.0,"neg-comp-comp: '김현식-내 사랑 내 곁에' ↔ ""Rod Stewart - Da Ya Think I'm Sexy? (Official Video) [HD Remaster]""",mippia_negative,mippia
003_comp.npy,053_comp.npy,0.0,neg-comp-comp: 'Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars' ↔ '배인숙-누구라도 그러하듯이',mippia_negative,mippia
019_comp.npy,031_comp.npy,0.0,neg-comp-comp: 'Seiell - Scenne Nenne MV (Plagiat BTS Fake Love)' ↔ '검은 고양이 네로 -- 터보',mippia_negative,mippia
010_comp.npy,053_comp.npy,0.0,neg-comp-comp: 'Michael Jackson - Will You Be There (Official Video)' ↔ '배인숙-누구라도 그러하듯이',mippia_negative,mippia
039_comp.npy,052_comp.npy,0.0,neg-comp-comp: 'Little Mix - Shout Out to My Ex (Official Video)' ↔ '박효신-눈의 꽃',mippia_negative,mippia
018_comp.npy,043_comp.npy,0.0,neg-comp-comp: 'Bandido - Vamos Amigos (Eurodance Version)' ↔ '이승기(Lee Seung Gi) 가면 (가사 첨부)',mippia_negative,mippia
020_comp.npy,008_comp.npy,0.0,neg-comp-comp: '너에게 쓰는 편지 (Feat. 린)' ↔ 'Olivia Rodrigo - good 4 u (Lyrics)',mippia_negative,mippia
043_comp.npy,049_comp.npy,0.0,"neg-comp-comp: '이승기(Lee Seung Gi) 가면 (가사 첨부)' ↔ 'DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B (Official Music Video)'",mippia_negative,mippia
041_comp.npy,045_comp.npy,0.0,neg-comp-comp: 'Buzz(버즈) - Funny Rock' ↔ 'Juice WRLD - Lucid Dreams (Official Music Video)',mippia_negative,mippia
030_comp.npy,057_comp.npy,0.0,neg-comp-comp: '이승철   친구의 친구를 사랑했네 (가사 첨부)' ↔ '김현식-내 사랑 내 곁에',mippia_negative,mippia
017_ori.npy,011_comp.npy,0.0,neg-ori-comp: '하늘에서 내리는 1억개의 별-空から降る一億の星-the smile has left your eyes' ↔ 'Mariah Carey - Without You (Official Lyric Video)',mippia_negative,mippia
053_ori.npy,029_comp.npy,0.0,neg-ori-comp: 'Alain Barrière-Un Poète' ↔ '이승철…방황(가사)',mippia_negative,mippia
063_ori.npy,044_comp.npy,0.0,neg-ori-comp: '뱅크-가질 수 없는 너' ↔ '[DANCE] 싸이 (PSY) - 챔피언',mippia_negative,mippia
021_ori.npy,029_comp.npy,0.0,neg-ori-comp: 'Vaance & Deerock - Electric (feat. Robbie Rosen) [NCS Release]' ↔ '이승철…방황(가사)',mippia_negative,mippia
